,ETF_SP500,ETF_EuroStoxx,ETF_Oblig_IG,SCPI_Corum,CapitalProtect
2022-02-18,0.010670538945238268,0.0027058646720100697,0.0013382370056623741,-0.0028301928045098004,0.003212638595831996
2022-02-21,-0.013850123799652267,0.0057094540345271555,-0.0037718930667796544,0.015343542408843967,0.004147618234072879
2022-02-22,0.003306363140057065,0.034247818193335854,0.0027553232371582146,0.01386158967357283,0.002681103436594667
2022-02-23,-0.022716041486557308,-0.00020666315847019557,0.0003148866644945124,0.0055743719779823425,0.0010277954743730896
2022-02-24,-0.015138232586781165,0.003415386654009545,-0.0036489214542658574,0.005136782899008291,0.0037743264552555647
2022-02-25,0.0031623348304294823,0.015309161544106569,0.003127233709226444,0.008932462168927256,0.004040661081430074
2022-02-28,0.009661598959944926,0.016077363061411776,0.01102608865872046,-0.002393624562050066,0.0029222107091590654
2022-03-01,0.0028564193742796457,0.017218424277845323,-0.0009454227503637921,0.004740251833312657,-0.0004738367513042827
2022-03-02,-0.0005877793886588863,0.009542223108408585,0.004518547652889091,-0.012719068356873444,0.002829802296533542
2022-03-03,-0.0028132443470714657,-0.01540206877822677,-0.007559637747226983,0.011511645164023483,0.005586441952476437
2022-03-04,-0.016942263884409132,0.023468041452215344,-0.005538618260908053,-0.007991945779534874,0.00021011282416480946
2022-03-07,-0.007838130500736503,-0.015448835502261633,0.0030344376672822642,0.01652735862743199,0.008293818017397293
2022-03-08,-0.00472766525151745,0.004836896513346465,0.00910469617121579,0.001859039248268397,0.00042310719804384677
2022-03-09,0.01348546671462699,-0.009959861900271011,0.00233368009271396,0.0028066641445505846,0.0020972210400204087
2022-03-10,0.004923419474821537,-0.0002979368523018957,-0.001678348183138926,-0.0005218712486760452,-1.745678801900845e-05
2022-03-11,-0.02035648186435281,0.005202673744248726,0.0001957484325401245,0.0021956890086233887,0.0026698125077607828
2022-03-14,0.0046890076327375406,0.005099001016303823,-0.007302446403818306,0.015848250761184294,-0.003226665077905825
2022-03-15,-0.0038209873649957984,0.0065068905592939865,0.0038270919581322007,-0.015402469252280636,0.0003618746035498363
2022-03-16,-0.007323064003671505,0.023191957766821057,0.005493998373940455,0.014715723088705501,-0.0012763636010457015
2022-03-17,0.008140115466090414,0.006949480221195717,-0.002512541996998482,0.007204187848813665,0.002406015043676873
2022-03-18,0.013171994269951411,-0.002818192894069082,-0.002620252886557009,-0.005156173182857725,0.004983342126526722
2022-03-21,0.011975361429394383,0.014097220356037003,0.001795269377912291,-0.004102499144393903,0.0039380185613436544
2022-03-22,-0.009270610278671662,0.01725258684494497,-0.002420318416243573,0.017911144217665625,-0.005114978082576677
2022-03-23,-0.0029105485102145752,-0.016586509411917895,-0.00019679568775493472,-0.0030640550395418503,0.008126208958783642
2022-03-24,0.004775161176842768,0.008963600977898013,0.012798330734999093,-0.004726804084767676,0.002885839821862605
2022-03-25,0.01250654152546831,0.010416418392352576,-0.00128215420447598,0.013598516338917833,-0.0003294974214790008
2022-03-28,-0.004950090854143479,-0.0035658890470398876,-0.0019500409121273334,0.007208423010287314,0.0024713837569728227
2022-03-29,-0.0014279077199658057,0.019859895386362673,-0.003685250833810955,-0.003003404612291191,0.002528569467508077
2022-03-30,-0.012476019688072338,-0.0015007782184553744,0.00466515182899962,0.006232999803236952,-5.461508546908585e-07
2022-03-31,-0.01355447948896805,0.0023580703486015915,-0.000887345039308618,-0.003706021469122218,0.0025937500020262265
2022-04-01,0.010550309868730377,-0.0018230055399741747,-0.003696238229928556,0.01330657118738084,0.00017758313713907834
2022-04-04,0.017074880342849874,0.0008181066661405454,0.008127824193638073,0.012990967718985068,0.0007869140219299317
2022-04-05,-6.412145896400611e-05,-0.014747851216532826,0.008717618027081825,0.008756049590575545,-5.883740726525359e-05
2022-04-06,0.01284239477470429,-0.01956071235632012,-0.003402541394432231,0.007393288489976132,-0.002298013869218958
2022-04-07,0.00513963230057161,0.02292307088514961,-0.010999239708163697,0.01858950499893899,0.0024375094106461517
2022-04-08,-0.006941437055261491,-0.01125745887645659,0.006245082139021533,0.004497490619105802,0.0037558983095490146
2022-04-11,0.005136747266100967,-0.0132794928923883,-0.0039077789545600245,-0.00495499300336641,0.003544650788229117
2022-04-12,0.01925643879759163,-0.029547461590452007,0.004943753594976612,0.008095791302658455,0.004459775757905703
2022-04-13,0.0003700875306805816,-0.008345464467653031,-0.011620622906271012,0.02118837639629691,0.002973020630044605
2022-04-14,0.019575723869768073,-0.01792325710770498,0.005555584029795855,-0.0036180759454868183,0.0004018235053492895
2022-04-15,-0.030636941249076937,0.023588212241909167,-0.007067031575684688,0.0016082978664481136,0.004518991593293567
2022-04-18,0.010662830052502686,0.014737439250796878,0.004584584714399147,0.007831568304811621,-0.002072552619525805
2022-04-19,0.0018445648188580546,-0.009034104832488133,0.00028563840701860464,0.004068761207954087,-0.0007020141475374405
2022-04-20,-0.0027880882055904095,0.032134101274820324,-0.00552363651637987,-0.003358428643018518,-0.0008926002142697342
2022-04-21,0.0019011293184260278,0.01434471681788232,-0.002242217877560683,0.013474862849843765,0.005240168177417931
2022-04-22,-0.023050826975210714,-0.003947639369120714,0.004317910741740204,0.023060325776138077,0.004828365542420227
2022-04-25,-0.0018360626540501433,-0.03439168000823002,0.0008353667186914055,0.006069051672191258,0.0034619157111349845
2022-04-26,0.005085350858140957,0.03267319601627039,0.0037064778828349056,-0.002732546317888003,0.005215789595635392
2022-04-27,0.018534728536898193,-0.018854014534690346,0.012058643507092914,-0.007891684200427802,-0.0006378483472359643
2022-04-28,-0.005419242619283769,-0.022435582457396484,-0.009185449670266308,0.006563807849769447,0.003045785359582941
2022-04-29,-0.00890192323471825,0.014915986048134964,0.009903275449811745,0.01333101874653006,0.0016244767148505075
2022-05-02,-0.005221084523014438,0.03475653368874982,0.0008261356251392776,0.008301341971963052,0.004540646311654742
2022-05-03,0.01178482541242489,0.019979819459147254,-0.005192704289938769,0.004480769272649169,0.0016543273023434074
2022-05-04,0.004745013315916214,0.008494727680733035,-0.007781881754433939,-0.00021417321431444966,0.0008451713347697564
2022-05-05,-0.005557122445204466,0.008926560783314004,-0.000934722344662201,-0.004237309061744718,0.00362272555568297
2022-05-06,0.006959209197360274,0.012547817822924308,0.005729900671546756,0.011178010610599056,0.004628507501573698
2022-05-09,0.0019649305921764846,0.011225000257014712,-0.0005652947222652054,0.011810172971084686,-5.035584540404817e-06
2022-05-10,0.01242373988639467,0.004536679935571261,0.009266929581484085,-0.007865838293525867,0.0018167729859428718
2022-05-11,-0.007624637126528229,0.002058815455326265,-0.008507054140309353,0.01721871182544547,-0.0011753219009249583
2022-05-12,-0.0031319457591732183,-0.0002763037905933139,0.00012746631292367264,0.00909256976715201,-0.005494183052478819
2022-05-13,-0.003905297837585892,-0.009955504244133469,-0.007314360666478715,0.015696757161166346,0.002601378894241187
2022-05-16,-0.016762179377585423,-0.003329451076134837,0.0023817912957498073,-0.006237021987880921,0.0038267160687638956
2022-05-17,0.004353443324774913,-0.023101395398735396,0.005521324340583802,-0.006426593243323511,0.002786200427260177
2022-05-18,0.003932663266158672,-0.0007767547751264986,-0.0023245707620863196,0.0033082455218616242,-0.003848685153263101
2022-05-19,0.0008613614797095307,-0.013240275500112845,-0.015425283139762805,0.008522275415161554,0.0009474517097705763
2022-05-20,-0.002015045600501763,-0.014850250441020793,0.0013936888807789673,0.018870886583415708,-0.004655043280153244
2022-05-23,-0.01618444890460497,0.003118518116148698,0.0028204313104010573,0.010148631310521052,0.0061091033229625545
2022-05-24,-0.004247743873184308,0.02008803200882439,0.002625768529770186,0.002558549785503733,-0.001258163746354258
2022-05-25,-0.0033125741983212336,0.013456432484032383,0.007614693150932925,-0.0037109536613271375,0.005766210828379689
2022-05-26,-0.008827327230659427,-0.021387008450724478,-0.006226322077894294,0.014340004581753201,0.004837608931052437
2022-05-27,-0.0011354285399921096,-0.013254793911984726,0.004281296632702696,-0.0032176434060057196,-0.0007017710576081851
2022-05-30,0.0056486102817744615,0.013770796631835024,0.007355045074867849,0.017527748438178573,-0.0013983548538032352
2022-05-31,0.02343423081452636,-0.013154823509536335,-0.010471525504039101,0.0022249228031479247,0.003051110649159015
2022-06-01,0.0028949337539820675,-0.0025448640999583445,0.0021179109555138635,0.017224656580942802,-0.0005329721115492131
2022-06-02,0.0038906046886731725,0.008300729386343726,-0.002825078986046029,0.009931450320474227,0.002307453926474623
2022-06-03,-9.335098919400651e-05,-0.012956822368090894,-0.00028913603860987534,0.0034040360844603337,0.000551517227579245
2022-06-06,-0.0222252545835885,0.0020752570860434385,0.0022860589012300182,0.0003448290253909867,-0.0033434752433969
2022-06-07,0.00048183349460939747,-0.018076356928854863,-0.0027233713846813138,0.0017727369812313614,-0.0046914040573733775
2022-06-08,0.0015227625192923173,-0.007819147015316991,-0.003854248474969671,0.0079265335390019,0.0026800527454837915
2022-06-09,0.030358905349823433,0.005076947077995517,0.0004049145049281476,0.005117251969741734,0.0003153267610081238
2022-06-10,-0.0015083315773734706,-0.02170191226944337,-0.006323475633176816,-0.00025049126454964113,0.0003407305492576032
2022-06-13,0.00441856810800335,0.006766646331445586,-0.006314950773311113,0.0031749487174589416,0.004087591517281356
2022-06-14,0.0003834587635370803,0.00032507081502646293,0.00427623969773902,0.005128616237753198,0.005520326829897335
2022-06-15,-0.013224136451434384,0.008334859361840068,-0.006692764210951937,-0.012529872755318496,0.0011823658359145725
2022-06-16,0.014513873774180248,0.00373479787690526,0.004197875005455271,0.00816534491830959,0.0009782038792704156
2022-06-17,0.00982319639224129,0.01969796601963382,0.0029755477571237073,-0.003337769797734455,0.0035004290993416514
2022-06-20,0.010292383364516563,0.002353143037070702,-0.010154840372743579,-0.0047266592256459605,-0.0020708067090987256
2022-06-21,-0.010112649457536867,-0.005411677575753542,-0.0038653879140139306,-0.008998754776885682,0.0026694591642430912
2022-06-22,0.01763353173123319,0.0023121650424519726,0.007364656418284234,-0.009851139982943125,0.0036556579154664623
2022-06-23,-0.016022212753507372,0.008206172406509431,-0.005686993186838091,-0.006343580024898315,0.004040690625252887
2022-06-24,0.007842285125603244,0.0012840409845598605,-0.002586425573856326,-0.0011721676610439236,-0.003810258107507395
2022-06-27,0.02708546750971974,0.0011682836768543534,0.002972365359511379,0.020126073100212548,-0.000284065809426822
2022-06-28,-0.01108643590156826,-0.009227883629294576,0.004900343055695573,0.0002929625928383686,-0.0006347897584704
2022-06-29,-0.0059955727552332624,-0.008680612845713274,-0.0013092333162669741,0.00592200085014425,0.002299660863227639
2022-06-30,0.0019958163810516946,-0.01903647380519571,-0.0033850611681498495,0.007703851092050629,0.0034422337393039517
2022-07-01,-0.005241707849394391,0.02509407440461715,0.008734219170191047,0.005548521489726789,0.006490131222337945
2022-07-04,-0.017807961172793593,-0.016814085295477992,0.010633397982785474,0.0038804523141920504,0.0005151035588957808
2022-07-05,0.001622755697672328,-0.009100672769142703,0.006073148304690772,-0.0050623501087939575,0.0005072825050723585
2022-07-06,-0.011947644564713259,-0.009457701717968765,0.0007119088553901443,0.016107420386233695,0.005449016056636242
2022-07-07,0.006483109167622179,0.013128941277222177,-0.004649594329845559,0.018957573149103082,0.002889730815590915
2022-07-08,-0.010233090810805638,-0.003529295496088389,-0.004782666439339392,-0.008961269552981488,0.005802954533563921
2022-07-11,0.01939921286021047,0.018068389017432275,0.003335084631594545,-0.0036922287270910363,0.002866184009029509
2022-07-12,-0.008599039508034844,-0.00882886873941416,0.0027103893253321025,0.002261517260983951,-0.0014713498561398125
2022-07-13,-0.003064738194468107,0.004505918271133228,0.008609591557678577,-0.0032163023592815306,-0.00199938506433342
2022-07-14,0.010562206608436037,-0.011094858745636604,0.004102700555216835,0.008547724427646921,-0.0026545367471767873
2022-07-15,-0.013970371797207462,0.030632087788827436,-0.008818481810558908,-0.0013261776192529046,0.00398615550427542
2022-07-18,0.003529519215249553,-0.01602637786641318,0.006511685706337511,0.02182044854245282,0.005565790469261024
2022-07-19,0.016485713051389135,0.004937489943178385,-0.005788363763886478,0.01402438875474877,0.007548086424159143
2022-07-20,-0.018489798814734733,0.00947287633304938,-0.0021038276317141094,0.0062005922450577185,0.004529315996969721
2022-07-21,0.0030156063023876506,0.006393187364320975,0.001701201237510167,0.012715890106557857,0.005488515732604958
2022-07-22,0.003918593530981083,-0.001994027224287916,0.012174004938703787,0.01334720339485847,0.00025995100203894585
2022-07-25,0.010181874461327725,-0.0012174897962679665,0.018859511336032163,-1.1579904465945992e-05,-0.0014692474502315703
2022-07-26,-0.014043408530536983,0.0012133606077075342,0.0038403383548170967,-0.0020297379563357183,0.00455023799725266
2022-07-27,-0.015045479357011315,-0.0014580280227988406,-0.0008991797123223273,0.005125144503757179,0.003253042256718202
2022-07-28,0.007063298787402772,0.014094307635128735,0.003407033890883302,0.011393088995983552,0.0023223331230226778
2022-07-29,0.004363816078798233,0.03154732202227892,0.005525932555243016,0.005612483189227341,0.0031621144418989694
2022-08-01,0.0038059142041505186,-0.00720488499010967,-0.00172400575334315,-0.008115971857527979,0.0029695564473746178
2022-08-02,0.0049573785139637085,-0.01857724171410709,0.010971268135473933,-0.0019225955516067386,0.0058514505795606835
2022-08-03,-0.0073602966589418894,-0.0006359486769175676,0.0015804245551484125,0.003908217091244975,0.0058849567544508674
2022-08-04,0.0035870443659320426,0.036715930727160465,0.0031864585345483657,0.0038946751653933576,0.0036326610570210412
2022-08-05,0.0043168696795841755,-0.010651443951576231,0.004195545512326768,0.020280337414318467,0.004537408617688785
2022-08-08,-0.007772217016316413,0.023547635276216946,0.002729519663686734,-0.0065879035391919845,0.0035421876572743274
2022-08-09,0.023189294133737076,0.02408781139707017,0.005233643002817673,0.008544713934686997,0.0006164908038961434
2022-08-10,0.006485995050941451,-0.007150235383911924,-0.003503519119281539,0.016412904866626315,0.00426969402473942
2022-08-11,-0.013495641966431783,0.008565763108593855,-0.0031498105236761834,0.02267159796338237,-0.002183485206577785
2022-08-12,0.008678643303605958,0.023397552723799533,-0.00640092539783017,0.0012648206145283096,0.00516167465688765
2022-08-15,-0.010896180042727858,-0.004707788373824819,0.0028370073837213584,0.008431435621761598,-0.001583568819298105
2022-08-16,0.010245015244909426,-0.0022501250414330653,0.0048736190210726844,0.009058082857589175,0.0028574098603841988
2022-08-17,0.014703146948088849,-0.007543532795281013,0.0029466371969113147,0.006063853852426327,-0.000535461875278477
2022-08-18,-0.009048187820220526,-0.013606594229700137,0.010246954600085224,0.0037092383900855512,0.00366016694922328
2022-08-19,0.012360513550931863,-0.0084898856309241,0.00016642388702572069,0.007987803116000367,0.0018982243222162734
2022-08-22,0.00575337112323798,-0.016535163734671593,0.004212449933555075,-0.01575796868175748,-0.002784267874489997
2022-08-23,0.010664721919933881,0.001077168555629165,-0.006350205256835886,0.00995655592050105,0.0032620988930554366
2022-08-24,0.023561515791847367,-0.010179625234820985,-0.002122598214846406,0.005509423229295737,0.0002662376695018681
2022-08-25,-0.002144657392034446,0.003873002765070468,0.004373226545394665,0.0027202008257738767,0.004643440162440107
2022-08-26,-0.008244833972289875,-0.021182539046850784,0.0052946126644588636,0.020874897565756462,0.002003977066203222
2022-08-29,-0.00987417315550628,0.005232323251002399,-0.0015638016859850935,-0.0008994721503244188,0.0031862629561641145
2022-08-30,-0.008989723419585259,0.012269405462524944,-0.00022959551114840095,0.0012753920874797532,-0.0008727068650456358
2022-08-31,-0.0001252205129692504,-0.027312298996000378,-0.008907242480084857,0.020432426417637872,0.00023200330571791425
2022-09-01,0.004893823697799727,0.0058367919778660095,-0.001942175204839656,-0.0021564904387988536,0.0006240840916967466
2022-09-02,0.004120289591960229,0.01778736589462609,0.005542298981118717,9.907773650768854e-05,0.0045701074407276665
2022-09-05,0.010726198988432287,-0.016334974261676877,0.003651230096639398,0.0033237966125531995,0.007032131263416468
2022-09-06,0.0009560227025348843,0.024016013415727847,0.0032039943282872584,0.011225875857036393,-0.0004155152552286286
2022-09-07,0.018242408925887802,0.006466266131124633,0.0004986421230857604,0.006162420058826507,0.005230544433973041
2022-09-08,-0.002375881998855473,-0.009270165980617725,0.0002423789517690587,-0.005841002777218101,-0.0045090322531771065
2022-09-09,0.03344202999907543,-0.00018076708720788422,-0.0037619268368406828,0.0002426514949824838,-0.001582568203276868
2022-09-12,0.008308008173180075,0.008416576775304113,0.0043929705212152085,-0.0003588354656976914,-0.0008763353685603244
2022-09-13,-0.00948589067699539,0.0016640754797737608,0.002725837666336339,0.003882231638215635,-0.002057526068322167
2022-09-14,-0.012050709976733348,0.00814258389424917,0.0031521130879567957,0.007906749269038633,-0.0027507651693627396
2022-09-15,0.006589668982918224,-0.012289430303111129,-0.0029562090560054824,0.007845646047103777,0.003238996736413393
2022-09-16,-0.001881553423910211,0.002971051536505092,-0.012720057519227466,-0.009708094032387218,0.0013577969068164159
2022-09-19,0.009368005929105104,-0.019192002956669722,0.006782916270522174,0.01301152790048685,0.003138216192815329
2022-09-20,0.0064788514948825385,-0.0009571648588818045,-0.002673024736050425,0.006520550767972987,0.004071418058364539
2022-09-21,-7.394695188247332e-05,-0.012054706980507058,-0.004976654584258724,0.01557625638075125,0.0027968509795176003
2022-09-22,-0.00936152461682086,-0.009697419196256732,0.004360873471483962,0.008053586618325375,0.003973289528451121
2022-09-23,-0.017378166696230376,0.017905304452946122,-0.0021520758395147774,0.013310583661886099,0.001791403141273192
2022-09-26,-0.004558179424804252,0.015878341688319766,0.0065596183042797305,0.008232362491601015,-0.001560980164917234
2022-09-27,0.011076785531881668,0.009127933692700478,0.0039020356974601854,0.015269806049621984,0.005173442542462389
2022-09-28,0.0033691249295624477,-0.014692378705416106,0.004301415939202865,0.008678005088142229,0.0002326636016566192
2022-09-29,-0.014148865344543855,-0.0038297182957272267,-0.007995734267203205,0.003716678028456767,-0.0008067888962872776
2022-09-30,0.002878171110214184,0.017583367799708566,0.007471663912318403,0.022679477763575054,0.0014662463725868056
2022-10-03,0.005423808556746042,0.0025840367909586662,0.0017675031874031365,0.011612296978239137,-0.0007384327578895391
2022-10-04,-0.009806289234413595,0.03307061355974372,-0.0020156628354772188,0.009089955368035304,0.0007477088540317034
2022-10-05,0.002644701271346335,0.006106449751521206,0.0010603308040535065,-0.005710435332306688,0.0030321617646903998
2022-10-06,0.0014985046213519988,0.0032886876308604422,-0.01045741139738992,-0.005806460939708303,0.003045025217738381
2022-10-07,-0.012915643573967477,-0.0037276304988350193,0.0026519168688840253,0.006841723857134827,-0.0006934901992768881
2022-10-10,0.0050934483241794,0.002469572666951952,-0.00597622904909243,0.005664169582145926,0.0005368838811537662
2022-10-11,0.007529414316418813,-0.001534577709327615,-0.007916021715061207,-0.00041298052006653006,0.005222999014310731
2022-10-12,0.013796614918103325,0.010513521473640267,-0.008934155117307347,0.00562786159689648,0.0034892003532018233
2022-10-13,0.013445624624418836,0.013993832435124177,0.006876130249939551,0.017209015424348766,0.008225195118045626
2022-10-14,-0.015732032415485094,-0.010403852447111294,-0.003575580362156732,0.01006321979640239,0.005540384521224583
2022-10-17,-0.010453900478981473,-0.018037261349808893,0.009402366259498996,-0.004628068078021907,0.005432879205679817
2022-10-18,0.006980423206503918,-0.02510687522344615,-0.003014808778313787,0.00360792938285645,-0.002163605651367406
2022-10-19,0.006965431410946506,0.007711878576775612,-0.01004414774555768,-0.001939731846820487,0.0042915810549002675
2022-10-20,0.006980572235672575,-0.01484713248643423,-0.006499146639691956,0.0013984006687315104,0.0018406795949092681
2022-10-21,0.047032777887856654,-0.02954046830133476,0.007614869720041632,0.0011910746749628576,0.0003470545893852514
2022-10-24,0.007650686128318004,0.006040100463433497,-0.0007353890676200051,0.0006788353391679581,0.0025040460215975855
2022-10-25,0.014426787682167187,0.035501993244059074,-0.0030897237789436057,-0.0055410829757871595,0.004835634603834451
2022-10-26,0.012248021161918428,0.0005150072384414934,0.0011601093551167263,0.0034787625478544786,0.003502494773012635
2022-10-27,0.008616695015669577,0.012338870842322986,0.00321069641700527,1.5138905221519748e-05,-0.0006354214040261799
2022-10-28,-0.0029832309356841477,0.0017456110196659102,0.0069043928954147646,-0.018935589520018146,0.004227376740777861
2022-10-31,0.00990763064591921,-0.0007844551446759973,0.008890995379357558,0.020923776196013304,8.723737377210831e-05
2022-11-01,-0.008473902574450862,0.01346707076182876,-0.0019586118747345143,0.013210157233733377,0.002650049356892859
2022-11-02,-0.002041823280880107,-0.0034638436186411187,-0.007756286116492229,0.0014895942006000313,0.0010899497975685973
2022-11-03,-0.0050243625739492415,0.004343492397006641,-0.002280790966739656,0.004650552397924787,0.001343401244793123
2022-11-04,0.0017824896726358706,0.005103769286744191,0.001761683039497317,-0.004873234778540496,0.004298728925121529
2022-11-07,0.0285759028000821,-0.008753266351002683,-0.005582553557263665,0.01806578302248692,-0.0011205811594476936
2022-11-08,-0.021607182311100977,0.01448859289351132,-0.005542905489370258,0.019678309558184892,0.0078355852228308
2022-11-09,0.009035122284494162,-0.001849436593735721,0.0022627272892993128,0.005753549825972197,-0.0034632582078834894
2022-11-10,-0.018552590454275823,-0.009980432232899827,-9.191410942270689e-05,0.012688245153482759,0.00020699695023542884
2022-11-11,-0.004863182389473202,0.00811113780998565,0.0003967819724695191,0.0059022942314713904,0.0031106356698252227
2022-11-14,0.013867407163608394,-0.011978551745074522,-0.004350972008200418,-0.006193803511007445,0.0037529424993059295
2022-11-15,0.0015713602291455532,0.0009945362031677954,-0.001182404285234604,0.0012054130482907414,0.0016985728382848846
2022-11-16,-0.012132937335151674,0.00047233404698115034,-0.005345398865609826,0.005555423734175656,0.0018278278909953727
2022-11-17,-0.007783644511119618,0.015802537921642094,0.005541190466748721,0.0008636182500524462,0.0032316502559828495
2022-11-18,0.00895517298721611,0.0072457752603193384,0.006411496008342515,0.002750773780519712,0.0013067915676269592
2022-11-21,-0.00796439958060564,0.0002496225775679851,-0.010877127173428564,0.003768803539927084,0.006179543773804717
2022-11-22,0.003397503074983698,0.01204872818880402,-0.005377065161154461,0.003852972017076309,0.004518047342694807
2022-11-23,0.0013468620788457653,0.020062905686242388,-0.008779175530540475,0.004918067923979866,0.004618473053016904
2022-11-24,-0.007019204171269805,0.008409344288926071,-0.003700143606441389,-0.003984840531172808,-0.0008984701701112512
2022-11-25,0.02652732907190391,0.0007449366778073285,-0.00030062781874216524,-0.0012361291930234903,0.0017618347267828913
2022-11-28,0.008407028267816134,-0.017765707252902236,-0.00849787131819118,-0.005776674125599754,0.0010986021538378888
2022-11-29,-0.023501711039891286,-0.014311591283055217,-0.005331158878751879,0.012322524397489602,-0.001016804127068397
2022-11-30,0.0030374517772331316,-0.003673145860965347,-0.005823744232488991,-0.012345175534722596,0.003080492551837301
2022-12-01,-0.007141437577220655,-0.007933170830229964,0.001443603976393664,0.013728722746535405,0.0003870627266605506
2022-12-02,0.011029200017554688,-0.0020175982417962443,0.0006160660222175025,0.015590795178102745,0.0039662114895507115
2022-12-05,-0.008710248861192408,0.0013930989485595002,-0.00413042532002352,0.0020825553041390285,-0.001210574688682995
2022-12-06,-0.0005768372976027882,0.008015698560994232,0.001260925232836388,-0.016325096702618388,0.007157121838525463
2022-12-07,0.006859847347765486,-0.0003869828928272772,-0.003080080507523592,0.0016095155042616755,-0.0006889979757761853
2022-12-08,0.011189062330041459,0.007411023013566827,-0.0014299306619563197,0.003986526709689445,0.002657907011601308
2022-12-09,-0.013603556884669315,0.0015026418073416834,0.010240712541791224,-0.003584785759431307,0.004375577931164203
2022-12-12,-0.003214014830091381,-0.0270565319289542,0.008242766310742089,0.0003782528495340576,0.0002880787093996616
2022-12-13,-0.004899343733931474,-0.012550695513462561,-0.007597487421565586,0.01674156159090681,0.004557405930298852
2022-12-14,-0.007039950790884543,-0.0014172257801026169,0.005178394507275047,0.009819417298413928,-0.0016875507934012487
2022-12-15,0.021985450883373163,-0.016335726399775506,0.005068379326949552,-0.0028965129150248002,0.006356353097547681
2022-12-16,0.005659780531531467,0.008999002219946864,-0.006689579732515711,-0.008280793356763457,0.002042447794897275
